score,tweet
0.521,"@thehill George H. Establishment is unhappy Trump's campaign branded his son low-energy, but he could not have beaten the others either."
0.521,Marcus Roho is dreadful
0.521,"Im kind of confused.  The one thing i do right now has a great future, but on the other hand so does the new thing .  #needhelp"
0.521,Finished writing my second book tonight. #somber #sad #youpromised #havemercy #author #writer #needpublisher #beingedited #workingonsidebook
0.521,@ArcadianLuthier -- taking out his feelings on Kei unfairly. His lips form a frown as he tries to walk away.
0.521,@DeltaAssist Tried 2 get earlier flt 2day  @BWI Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind 
0.521,Thank God she warned me before I walked to that sink cause lord knows I would've been sick to my stomach and would've wanted to sue lbvfs
0.521,So now... yeah. I'm home again.\nStill feeling mixed up inside &amp; kinda gloomy. But a little more optimistic that I'll figure this out.
0.521,penny dreadful just cleaved off a fraction of my heart
0.521,"@fitzstockcharts Gundlach calling for rounding top, doom and gloom, 15% down move"
0.521,"Everything is far away because time is short, no rest for the weary."
0.521,@chelseafc let them know it's the #blues
0.521,We want to help you with your #depression. Give our office a call to learn how #TMS may be the treatment you've been waiting for!
0.521,"@AliceGoodman17 i dunno, I'm getting less of the spacious lovely autumnal melancholy from our present apocalypse"
0.521,Got paid to vacuum up rat poop. (-: never a dull day in the biology department ...
0.521,"#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, "
0.521,@pandaflo22 We are sadden by this because we always strive to bring the best service to our customer. We will always be here for you. CM
0.521,Someone needs to tell Candice she'll be stuck with that shitty pout if the wind changes. #GBBO
0.521,When health insurance won't cover TMS but they let me know they cover ECT #mentalhealth #psychology  #TMS #ECT
0.521,@PurpleReplisol meden is frowning at you with her non existent face
0.521,@realDonaldTrump negative campaign of doom and gloom don't win elections
0.52,"if you have been on depression too u shouldn't be judging him and exposing him to everyone, but helping him"
0.514,@mattwruff sadly there is constitutional RIGHT to have abortion. Yet there is constitutional RIGHT to life. Safety net protects those rights
0.509,@HeyCaraJay I am inconsolable at this GIF in context
0.5,"@StarklyDark 'Come here. Come on. Into my arms. I'm not going anywhere, Tony, I swear.' Steve told him, quiet and solemn."
0.5,Lisa: Getting what you want all the time will ultimately leave you unfulfilled and joyless.
0.5,@harowe this sad truth!
0.5,@questlove when are people going to realize that these 'riots' are just perpetuating hate. Saying you're going to boycott a city!?! #lost
0.5,Don't wanna go to work but I want the money 
0.5,@ManUtd Rooney needs to come off! Absolutely dreadful! 🙈🙈🙈 class goal from @carras16 @carras16 showing why he should be in the team!!
0.5,Y'all tune into Snapchat for Beans funereal
0.5,"At my funeral, when they close the casket, I want them to play, 'Call recording has completed.'' -@GlenEwing #lost #podcasting #talkshoe"
0.5,@RyhenMessedUp goodbye despair
0.5,Ffs dreadful defending
0.5,@raylewis name change Uncle Remus Lewis #foh #theydontlikeyoueither #lost #unwoke
0.5,"the waitress recognised me from last time i was in there moping, after my interview haha"
0.5,What day is it #lost
0.5,Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised #sad
0.5,"@ChibiReviews Post series depression can be quite bad, but it will get better, I bet someone will pick the novel soon in the west."
0.5,@iTriborg — make him feel vigorous. 'Fine. You can kill me now.' Said Hestia with a display of only despair rather than her joyful —
0.5,"236:416 While she was in her dull and sleeping hour,\nA crew of patches, rude mechanicals,\n#AMNDBots"
0.495,"The 2nd step to beating #anxiety or #depression is realising that it's not about waiting for ...., Take action yourself now."
0.485,@SimonSSSJ123 @EllieG10853 @Onision @Eugenia_Cooney he sure as hell helped me with my depression and still does
0.479,@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later  #protest #PoliceShootings #suggestions
0.479,"@Nataliem55 sadly, war has often been the factor that jump starts US economic growth"
0.479,@GrimsToyShow grim what the fuck going on with these dame fucking clowns takeing the gameing channel if I had a way to nj I would delete
0.479,"Leeds surely to drop the prices for that cup tie, rather than the dismal attendance last night.."
0.479,@greencapt there's something to note in the fact that the mask manufacturer produced her smiling and him frowning.
0.479,The word happiness would lose its meaning if it were not balanced by sadness.
0.479,@TouchPH  The solution is to punish the criminals. That's the only way to discourage crime. or the circle will continue.
0.479,@KristenWACamera I really enjoyed both episodes. I had a bit of a gloomy day today but I feel a sense of inspiration from listening.
0.479,"1Pet 4:7  But the end of all things is at hand: be ye therefore #sober, and #watch unto prayer"
0.479,"@aidanparr haha!! No, sorry was it too grim even for you?! It disturbed me &amp; im starting to lose all trust in Twitter generally!!"
0.479,"Literally had a guy (a some-would-say-successful guy) tell me 'this ship will sail' kay guy, first, you're working with a sub, last, it sunk"
0.479,@RaveenElexiis I fought a racist girl and she stayed in GAVC so if you get kicked out I call BS
0.479,How brave are the young individuals that have opened up to us about their #depression and #anxiety to help raise awareness!! @beyondblue
0.479,Just rough situations all around for Schalke and Werder Bremen to start the campaign. Bremen dashed late with a new manager. Both with 0.
0.479,"Don't blame yourself,' he spoke, as if she were in the room, kicking the chair beneath him.\n#amwriting #dark"
0.479,"@ActualFlatticus @veggie64_leslie @mtracey Call me a pessimist, but I don't think therapy can fix whatever is wrong with Anthony Weiner."
0.479,November #canola lost $5.50 to $464.20 per tonne.
0.479,"@ticcikasie1 With a frown, she let's out a distraught 'Gardevoir' saying that she wishes she had a trainer"
0.479,Brad Pitt being investigated for child abuse?! this all just got really #dark
0.479,Bare videos online but does anyone get rehabilitated? Does anyone actually get help for their affliction? Or do we jut get twitter videos.
0.479,Always do sober what you said you'd do drunk. That will teach you to keep your mouth shut. \n― Ernest Hemingway #quote
0.479,"[My teeth were sunk down into the vein of the poor woman who had 'accidentally' had a small problem with her engine, just outside of --"
0.479,@lebara - worst possible decision I could have made when arriving in the UK. Shocking service. Poor coverage. 
0.477,lost my 244 day snapchat streak i'm done
0.475,@ReserveHinata tend to them he's going to get infections. \n\nHe's frowning and looking down as he does this. \nIt must hurt damn.]
0.469,@EmotionalLimine you're sadly mistaken if you think I'd make a tweet for an isolated comment by a random twitter user.
0.464,@ATTCares why do I have 2 wait 48 hours to call YOU back to cancel an order I JUST placed after already spending 2 hours on the phone?! 
0.461,i stopped watching gotham cause they dropped off tabitha and barb's relationship and made her pine after the main
0.46,"@_JuliaSteiner : I liked that she was not moping around in all of the episode. She had a moment of emotional weakness, felt sorry about -"
0.458,@WYSdaily I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth 
0.458,Never leave me alone with my credit card. Nope nope mope.
0.458,@SandraTXAS @6bird4 @CajunKangaroo @justanavywife please. Or you could be clouded by your passion. Emotion leads you from the truth.
0.458,The horrible puns for the day have been made. I shall return to my cage in a dark corner by myself while crying &amp; laughing hysterical now.
0.458,"My house isnt always a mess but when it is, its when i have friends coming #mess #serious #twitter #problem #like #friends #filthy #home"
0.458,“We can easily #forgive a #child who is #afraid of the #dark; the real #tragedy of #life is when #men are #afraid of the #light.”–Plato
0.458,"@DxfyingGrxvity - that were rather forlorn, scanning the witches house before resting back on Elphie. 'The Grimmerie is gone.'"
0.458,@FacMagnaAmerica  #CureForInsomnia And the left said WE were all doom &amp; gloom. The Trump Train is so much more fun!
0.458,History repeating itself..GAA is our culture how dare anyone think it's ok to discourage any Irish person from attending any match or final
0.458,Mayor visits downtrodden part o town in brave PR stunt. More at eleven.
0.458,went to Pet Supplies Plus tonight but @neitzkeamara was not working I feel #lost and #confused
0.458,@mik61scot @longshankseddie @ROSAZAMBONINI @YouTube I thought it was because she once sunk her teeth into something that's meant 2b sooked
0.458,@VivYau is it all doom and gloom? I only want to hear lovely things about airbnb!
0.458,"@ynnsanity Maybe that's why, we're asked to study hard and get a job that we like. That way it wouldn't be that dreadful."
0.458,"@Cpt_SRogers_\n'Well it can go one of two ways. You either get over it and accept it, because it's not going to change, or you mope about --"
0.458,@CarrieLynne2323 totally get it. When you've said no to donuts 13 times one week and lost 0.3 lbs you get discouraged! But it's not linear 😘
0.458,You don't know how to love me when you're sober #sober #selenagomez #revival
0.458,@SkyNews err I wasnt gloomy.  17.2 mio people were not gloomy only #remain were #Brexit
0.458,"@coalese 😂😂😂. Sure half these stars get together,break up,have affairs,let porn vids slip out,fight,ect etc all to up there ratings. #sad 😂"
0.458,Im so serious about putting words in my mouth bitch don't add ' the ' to my sentence if I didn't say that shit on bloods
0.458,@theflabar It's a #foggy and #dark morning here - so #filter this time.  For #lighting purposes. :)
0.458,What do you do?'\n'You are not worthy enough to know.' #what #serious
0.458,"If a friend lost his/her phone, how long do they have to mourn their lost phones before you ask for their earpiece?"
0.457,"@LucidBurrito Doesnt do it to anyone else, he literally pulled me into the office cause someone complained I spit in the sink yesterday"
0.455,Why doesn't anybody I know watch penny dreadful? ☹️️
0.455,Am a very old person I can't handle some stuff....lol I just left her there.... Get back to me when you're sober
0.45,@BTS_twt people have so much negativity filled inside them but im always happy that in such a gloomy world someone like u exists Namjoon
0.445,. @UNFCCC @uncclearn The problem is the time it has taken to do this means its going to be out of date already. #sadly
0.44,"Trying to think positive, and not let this situation discourage me ✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨"
0.438,Candice on great british bake off with that pout does my head in 👊🏻🙄
0.438,@BBCSport too dull for the UK.
0.438,@LazyBoiSam blues... blues? 🤔
0.438,Sometimes I think the British political landscape is desolate and then I look over at the foaming wasteland of the US and think we're OK
0.438,"@kikibug13 Don't look. You'll only be very, very unhappy. \n\n(NNGH. I got the email notif THANK YOU.)"
0.438,Positive thoughts on these gloom cloudy days
0.438,When you're on a train as its pitch black outside and you have no idea where you are... #travel #whereami #lost #adventure
0.438,"@Ren102e906 Just do what you can, don't get discouraged, maybe some prayers for divine intervention to help you would help :)"
0.438,"@Janet_Reid Wonderful post! Novelists shouldn't be discouraged by rejection, but they usually are because their work is so personal."
0.438,Cheap pout my brodcast
0.438,"So I tried to give her time to sober up, while waiting at the our friend's house. 2 hours later, gal wake up out her nap to vomit again."
0.438,@alisontis otherwise you're committing a crime against your soul only sober ppl know what is good or bad for themselves
0.438,@rickygervais my first time in Slough so checked out the new station floor #sad #LifeOnTheRoad
0.438,"Niggas murking in each other. In murky water, I try to swim."
0.438,@talkRobyn oh dear I have to watch this the woman with the pout did well
0.438,As I lost my heart to you there in the dark.. Underneath the stars 🎧
0.438,It's dark
0.438,$FOGO max pessimism here and no bottom (yet).  Has a solid PE ratio for a restaurant.  Let's catch it at 8 level or 10 level if it comes.
0.438,@ThatWhiteSoxFan @tbtrill not as sad as the White Sox playing record ;)
0.438,@BeeTuppy We're sorry to hear about the issues and how this is making you feel. We don't like to hear our customers being unhappy :-( We
0.438,and naoto nod she also like tha bands. but she also frown. 'Will the bands 'Papa Roach' be at concert...?'
0.438,@delhi_lawyer @BhagwanUvach @ShivAroor sad . This is not film story. Who knows could be ploy to escalate tension. Unverified report no hype
0.438,@Samkingftw nahh thats grim
0.438,"It's my last week at CN! I'm gonna be sad to leave, but this will also be my first planned break since going into animation!"
0.438,"@AdamAaronovich Well, there's no need to sulk. You can always request a song, you know."
0.438,"@BonesARP 'That is a disappointment.'\n\nHe fakes a pout, then starts to chuckle."
0.436,Shoutout to the drunk man on the bus who pissed in a bottle and on the seats 
0.427,"LORD MAKE ME AN INSTRUMENT OF YOUR PEACE — Where there's hate, let me sow love — Where there's injury, pardon — Where there's despair, hope"
0.426,"@VileBairn Turning then, the older woman looked at Sybil with a most somber expression. \n\n“She ran away from me. But I cannot blame her.”"
0.42,An hour played and @ASFCofficial have conceded less at West ham than @ManUtd have at northampton.  Let that sink in.
0.42,some people leave toilets in fucking grim states
0.417,@jeremycorbyn @magstogether my god is @jeremycorbyn a full shilling? Seriously you need a major rethink or no lab gove in your lifetime 
0.417,NL's top bureaucrat is a director of a group formed to oppose NL's top megaproject. #nlpoli - never dull
0.417,@jwonder81 @MacadamionNut well of course.Progress for the sake of progress must be discouraged. The problem is the substance of the rhetoric
0.417,Already plotting next steps if I get cut off by the same minivan in tomorrow's drop-off line. #preschoolpolitics #momthings #serious
0.417,The Sunderland time line is quite funny with all the doom &amp; gloom in facing us and the long trip to us midweek. #whatgoesaroundcomesaround
0.417,"@Gsmsbooksrus @goodreads 'so shines a good deed in a weary world' Roald Dahl, Charlie and the Chocolate Factory"
0.417,"Like keep grinding boy your life can change in one year, and even when it's dark out the sun is shining somewhere...'"
0.417,"@EllenMellon_88 Got #mybrokenfoot running Great North Run, can't wait to run again in a few months time - be mostly dark then! #ukrunchat"
0.417,Awareness of time is awareness of time lost. #awareness #time 
0.417,the ending of how I met your mother is dreadful
0.417,"@JoyceCarolOates \nBreath. You are trending despondent. Mrs Clinton will win. If you keep your gloves on, guard up, and punch like hell."
0.417,@A_RockasThe U.S. has added years to the Syrian conflict by arming the 'rebel' army. You would think that Iraq had sunk in with Kerry.
0.417,"When we are weak &amp; in despair, our Mighty God is near;He will give us strength &amp; joy &amp; hope, &amp; calm our inner fear, just have faith &amp; trust."
0.417,Been working in Blanchardstown shopping centre for over 2 years now and I only figured out today where Marks &amp; Spencer's is #lost
0.417,#vinb I'm alot more interested in hearing bout differences between parties political ideologies. Parties murky origins r irrefutable #vinb
0.417,Higginbotham's flippant dismissal of any worries around Carrick's lack of pace is dismal. Against nimble midfielders Carrick will be exposed
0.417,Flight 815 crashed on The Lost Island 2004 #lost @JoshuaJThurston
0.417,@littlebakaa @AlcohoIPorn give me a smiling emoticon will ya? i dont like the idea of you frowning &gt;.&lt;
0.417,"The man who is a pessimist before 48 knows too much; if he is an optimist after it, he knows too little.'\n-Mark Twain"
0.417,@DaltonRapattoni sadly i have to go to bed now don't announce anything while i'm gone thank u i love you
0.417,@MSNBC @fox @cnn @realDonaldTrump @HillaryClinton. Using fear to state his views. Not getting the facts before making a serious statement???
0.417,Marcos rojo plays for man united !!  Just let that sink in !!!
0.417,"Sometimes people leave you halfway through the wood. Do not let it grieve you, no one leaves for good. #youarenotalone #nooneisalone"
0.417,i lost my wallet lol.... again....
0.417,"What's a Kali's kitten? [She asked, a frown curling on her fair skinned forehead as he showed her the scar] A cat did - (@ScarredTiger)"
0.415,@ksmitely @CitizenMeh I feel strongly that we need to work together to right this dreadful wrong.
0.414,@raylewis name change Uncle Remus Lewis #foh #theydontlikeyoueither  #unwoke
0.404,Sister: (Canadian player does something shady.) Jonathan Toews is frowning and he doesn't know why. #WorldCupOfHockey
0.397,Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker. #GBBO
0.397,@MHChat #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process 
0.396,@TehShockwave turn that grumpy frown upside-down\n\nYou did something next to impossible today
0.396,I have serious problems with the expectation that private philanthropy should replace functional government services...this is dangerous
0.396,@LidlUK Just bought a pack of two medallion beef steaks. Got home. Cooked them. One steak is 100% pork. I had one unhappy mother. 🐮🐷
0.396,"Hopefully next time we play a L1 team, 1 of the players scores, takes his shirt off &amp;jumps into away end purely to wind up the joyless cunts"
0.396,Life's too short to be frowning for so long
0.396,A Leopard never changes its spots! #lost
0.396,In need of a serious nap rn
0.396,"Sky news still pushing the Brexit gloom line, managing to ignore the fact it's simply not happening. 'But in the future.....'"
0.396,@DrSRSheikh: And who asked you to gate crash with your dumb idiosyncrasies when sober people are analyzing a situation!\n@BanoBee @AK_Forty7
0.396,"A pessimist is someone who, when opportunity knocks, complains about the noise."
0.396,@lee_family5 @USAneedsTRUMP @HillaryClinton @realDonaldTrump You can't be serious. This man practices no religion. Only in church campaignin
0.396,"@JohnWildy71 something, too confused to type an entire word 😜 See, I can laugh again. My hour of sadness has almost passed"
0.396,@jenhasonen it is supposed to be #dark and #gritty though
0.396,"This pretentious dick in Night Gallery just fucking, used a towel to dry off his sink"
0.396,"That's me for the evening, though! Way too lit to finish these off properly without causing some serious mischief."
0.396,"Interview preparation, I hate talking about myself, one dull subject matter! #yawnoff"
0.396,@duncantrussell does Remo Williams ever actually 'save' anyone or does he just sulk around killing random undesirables ?
0.396,@JoaquinPutoAmo vas a ir al de the amaity affliction?
0.396,@Fatumoriginal there's no sitcom better! If u can't laugh at Sheldon or Leonard then u are sober for real! No two ways about it
0.396,“The immense importance of football is sometimes scary. When you don’t win you are responsible for so many unhappy people.” - Arsene Wenger
0.396,"Kudos to TC for benching Bruce. He isn't helping the team, so he rides pine. We have games to win. Discussion over. #Mets"
0.396,"People want me to go pine ridge, little wound or Oelrichs. Starting to think about transferring but I wanna stay at cloud. Decisions man."
0.396,Cam cannot be serious with that IG post and that stupid ass font he uses. Would've been better to just say nothing.
0.396,@VosachResrus ^'ll just #wobble carry you #sink
0.396,No episode today! Whilst editing there was a power outage! We will rebuild...tomorrow #podcast #lost #editing #fail #tomorrow
0.396,@10carley what a sulky pants!
0.396,Seeing something that hurt so much in the past in front of me now and not a single sign of grieve. Magicalllll.  ✨
0.381,"I'm done with your piano, blues playing, smooth talking ass. On to the nexttt"
0.375,were sat in my sat room cloved watchin Manchester Unide @ManUtd v Norffampton do you fink but @WayneRooney is still goal fret at iced level
0.375,"It is a solemn thing, and no small scandal in the Kingdom, to see God’s children starving while seated at the Father’s table. -AW Tozer"
0.375,Hey @AppleSupport - how do I find my play history on new #ios10 #appleMusic #music #lost
0.375,Do not grow weary in doing good. The treadlines are better than deadlines.' @billclinton #CGI2016
0.375,Fellaini has been playing ahead of this guy...just let that sink in
0.375,@SatansLezzie @gehrig38 @joesmith12431 @ejamesl I think he was huffing that pine tar they use for bat gripping.
0.375,Gonna be a loooooong year as a Browns fan. Longer than normal and that's 
0.375,@RossKemp great programme tonight  #upsetting #extremeworld
0.375,Just told me wife there was a chance it would be 2 Sydney teams in AFL grand final. Her response: 'there's two SYDNEY AFL teams?' #serious
0.375,"@MoneyJay901 hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there.  #ignorant"
0.375,Floofel.i wonder if your mother knows how dark your humor can be.Needs to realize how much of a butt Apple is. Pastels and cats.cutie pie.
0.375,Damn gud #premiere #LethalWeapon...#funny and #serious
0.375,"@sundersays made me laugh, that quote. In a sort of rueful way."
0.375,"But When it come to a serious situation, I be glad I gave it deep thought 💯"
0.375,All this doom and gloom! We scored from open play again! And only conceded two this time. #progress they means a 1-1 draw on Saturday for me
0.375,Contactless affliction kart are the needs must regarding the psychological moment!: xbeUJGB
0.375,"@LBardugo Start w/ the 3 songs in Blue Neighborhood\n1) Wild\n2)Fools\n3)Talk Me down 😭😭for #Wesper\nAlso,\n4)Too Good.  #serious kaz/inej feelz"
0.375,"the grave of a beat, a bravehearted cave lover, cage lover, sage #lover who made #soup of you, twisted to spoony #melancholy, spikes, spices"
0.375,"Like, 'loon attic'. Luckily it quickly sunk in that it was the wrong pronunciation, but I still couldn't stop saying it. It just stuck."
0.375,"I'm onto you, @Sargon_of_Akkad, I know you secretly pine for a masculine order, objective morality, and disciplined transcendent pursuits."
0.375,Some Erykah Badu to sedate me 💕
0.375,"@MarGraham I am practically obsessed with it, the very thought of their departure makes me feel both melancholic and grateful.  Safe journey"
0.375,Don't get discouraged when simple minds don't see your vision
0.375,#ThankYouCGI - Do not grow weary in doing good. #CGI2016
0.369,@jodikantor @nytimes only if YOU will pay for them and YOU will be responsible for them and their doings. #sober #real #blind
0.36,I'm too sober time to get shit faced
0.36,I don't want perfect. It's too boring and dull.
0.358,@LacesUntied_ yea lol catchy you fret
0.355,@TimewarpArcade @tenpencearcade Do you really have to pedal like a nutter to get anywhere? I remember it being more sedate.
0.354,"AQW should've always stayed in the 08 art style, now it's just a competition to create more detailed art each time."
0.354,"Pops are joyless, soulless toys which look nearly identical.  They are the perfect expression of consumerism.  'I enjoy this franchise'"
0.354,"@DinoHyogi Hakyeon takes all the attention happily, perching on Wonshik's shoulder to sulk when Jaehwan accidentally caused a tiny explosion"
0.354,@m_giacchino will this be aired on radio or filmed? Lots of fans over the pond too! #wales #lost
0.354,there are #serious #chinks in #India’s #armour'\n#protein\n#malnutrition\n#feedingIndia\n#skillingIndia\n#cognitive #deficit\n@Abhijit_Iyer
0.354,"From what I know of the man, I have to assume that @realDonaldTrump has had a heated argument with his own penis. "
0.354,Standard Candice starting the show with a pout #startasyoumeantogoon #GBBO
0.354,@shopgreenwich #ldf16 what shall we do this weekend?  #spraypainting in #greenwichmarket with @SNUB23 #core246 #lilylou #fret &amp; #benoakley
0.354,"@MendipHillsAONB do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since.  #Autumn"
0.354,@patthemanager how could I work with @chancetherapper . ? #serious
0.354,@marielleblaine8 @princesskeilani I told pine I didn't want it so I didn't have to have it
0.354,Why is it that we rejoice at a birth and grieve at a funeral? It is because we are not the person involved. ― Mark Twain
0.354,Now they fret about scuffs. I’ll take scuffs (which…come in) for a phone I can use wet handed or drop in a toilet any day.
0.354,So @JeffProbst those of us born in 85 have no generation! Where is the gen-less tribe! Ha! #survivor #lost soles
0.354,@MarianKeyes maybe he had constipation issues..? Not that I KNOW dates relieve such an affliction! No way jose!
0.354,Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable. - Sydney J. Harris
0.354,Learning how to use twitter #lost
0.354,"@TheRandomAnt @meg_m203 yeah, they figured that ornaments are way more wanted than spektar and desolate gear. Well they thought right."
0.354,Corbyn loses and I walk up to a crying Corbyn supporter and whisper\n\n'Don't mourn. Organise'\n\nAnd laugh and laugh
0.354,@Netflix_ME penny dreadful season 3?
0.354,#Always #borrow #money from a #pessimist. He won't #expect it #back.
0.354,"-- used as a pawn in this red woman's game] For now, try not to fret and act as if nothing is amiss. This is a royal -- @TheLadyOfGlenco"
0.354,"@_noTORIEty lol senior year we would get early dismal for work study ,he was her boss and you know what happened next 🙃"
0.354,In serious need of a nap
0.354,@rihaBabyJ Aw no problem. I just felt like speaking because I felt the same before and I want you to overcome it and not be discouraged. :)
0.354,@janhopis I found the first few episodes of Bojack incredibly funny. Then it got less funny but I stayed for the #drama
0.354,"I don't know why everyone is pretending to be sad about angelina and brad, everyone knows his dumb ass should've stayed with jennifer."
0.351,@IMKristenBell @lauralittlelegs pine nut.... Chestnut....peanut....wait... Wrong film
0.347,"Never switched up, stayed down this the same person since day one."
0.343,Do not grow weary of doing good' a lasting legacy @billclinton @ClintonGlobal #CGI2016 #thankfulmoment @ProjectThankful
0.342,And with rich Fumes his sullen sences cheer'd.
0.34,I told my chiropractor 'I'm here for a good time not a long time' when he questioned my habits and yet again I have unnerved a doctor
0.333,"@Courteoussoul @MattyMcDee I'm at 349 and just decoded 20 or more blues and not one was over 340, where you getting your blues?"
0.333,First weekend of fall; let's see if I can stay disciplined to this seasons goals. #fitness #running #sober #Mindset #firstfriday #family
0.333,Some #people already talks about #Halloween \nYou'll get some #dark #music to go with it\n#gothic #bloody #HalloweenHorrorNights
0.333,"@KhoroshiySoldat --prepared.\n\n'Not as far as I know.' was her dull reply. 'There are still survivors, members from it. Like I said,-/"
0.333,@BookOfKaells @quennell3_ no blues?!
0.333,"In the name of our Lord &amp; Saviour Harambe we pray, bless all apes across the world.\n\nHear our solemn oaths and pardon sympathetic hominids."
0.333,"@msfang they say you attract what you see, maybe I shouldn't be a pessimist but I don't wanna take any chances lol can't wait to relocate"
0.333,Bro Why pine green forget me nots are mediumpurple pickering is not lit and so on
0.333,@JonathanHatfull I’ll look forward to it. Hoping for lots of stetson-tilting and rueful looks into whiskey glasses.
0.333,there’s shaytan in this room wallahi its been dark all the time now the lamp is on!! omg shaytan
0.333,"@UltimateBoxer My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding, no I'm fine-"
0.333,@Bietron 🤓 dont be sad.. btw good night davina..go sleep larh..
0.333,Refuge Recovery Boston - Weds 7:30-9 pm. #healing #support #addiction #recovery #buddhism #meditation #sober #cambma #meeting #harvardsq
0.333,More #checking at #work today\n\n#coffee #drank and now it's #down to some #serious #business \n\n#Thursday bring on #Friday
0.333,Somehow 90% of the sausage in this pasta I made sunk to the bottom so I'm eating sausage with a tiny bit of leftover pasta
0.333,"@holly_lolly7 I just have serious respect for any man that can pull off a bun better than I can, like maybe they can teach me their ways."
0.333,"Transparency and openness ' is a dull sell for a fans group - want more verbs like buying, defending, building and securing."
0.333,Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised 
0.333,No quite sure how Craig Gordon's stayed on the park there !!
0.333,@courtneymee I'm 3 days sober don't wanna ruin it
0.333,I wanna see you smile I don't wanna see you make a frown
0.333,@KurakkuSora he is.\nSure his mind was clouded but...]
0.333,Snores on TL. Boredom sunk in.
0.333,Season 3 of penny dreadful is on Netflix...well my afternoon is filled
0.325,Do not grow weary in doing good.'\n\n-@billclinton
0.322,@SheilaCustis We don't expect women to be violent &amp; discourage it. It's really about how we're raising our boys.
0.321,"LOL! @TheFrankJLopes was just awarded the “F” bomb trophy on #AutoDealerLive, @RealMatKoenig :) #serious"
0.32,Jay Z and Brad Pitt cheated ..Bey stayed Angie left #cheaters #love #lust #sex #couples #relationships #date #marriage #divorce
0.318,"Carry on my wayward son, there'll be peace when you are done. Lay your weary head to rest. Don't you cry no more. #Supernatural"
0.312,@Vixen85Webster yep &amp; I stayed in pjs all day too lol x
0.312,For those of you who I have footage of but didn’t make it into this mix—don’t get discouraged! I ran out of room on the beat this week.
0.312,@superbatlane it's true also that he doesn't escape until almost all the car sunk
0.312,ordered my vacation bathing suits. one less thing to fret about.
0.312,@cardiff_blues @CardiffBluesSC Italy another round lets not drop our play and take it to them with a big result out there guys #blues
0.312,"@GriffinLaneP @Mediaite The Left has been protected so long, they've lost their reasoning power."
0.312,New job training= too much meat eating! Oh well. Also- got approved to drive for Lyft! Just need a car... #day35 #sober
0.312,If you sober better roll another Dutch or if u don't smoke nigga better pour another cup 🍁🍾...
0.312,Just put the winter duvet on ☃️❄️🌬☔️ #serious
0.312,"@TetraVariations I don't need a mask, but I'll gladly make a donation to help in ur name! Is it Mr. TY Rex or first initial only? #serious"
0.312,#sober life
0.312,need to sta dating again.I m bored #redheadteen #boldandbeautiful #lost #500aday single men dating Schkeuditz
0.312,@_Mrs_Peel @lp_lisa @PaulRGoulden @LisaLuscious Might be the pout of a star baker tho !
0.312,Had a dream last night that Chris Brown created a diss track about Drake and Rihanna called 'I Hit It First' 😳😳 #dark
0.312,I got a short fuse when im sober.
0.312,Already plotting next steps if I get cut off by the same minivan in tomorrow's drop-off line. #preschoolpolitics #momthings 
0.312,Never let me see you frown
0.312,@xxnogard_G88 Welcome to the  dark honey !
0.312,@WriterlyTweets Supine on the piano—lips parted. #sixwordstory #amwriting #blues #singer
0.312,7 pax enjoyed the #gloom @Clayorangecrush @F3LakeMurray
0.312,Kinda wanna just book a vacation and go...anyone wanna tag along? #adventure #serious
0.312,"@Cigna bows out for the moment. Rather than sulk, I'm going to @UCSF for an opinion from the guys studying #Oligodendroglioma. ✌️&amp; ❤️ &amp; 🍩's"
0.312,I need a syfy series to watch I literally have nothing to watch back to back. I already watched #heroes #lost #jericho #fallenskies  etc etc
0.312,@wabermes The @RavalliRepublic had a good one but then the reporter quit. 
0.312,@jaymohr37 droop saw naked wrestling and asked 'What if I get a hole in one?' #jaymohrsports
0.312,@TheCatHeSay I may be #alwayshungry but I haven't sunk that low yet!! @Thereluctantcat
0.312,"Blessed are those who mourn, for they will be comforted \n                                              Mt 5:4"
0.312,@kelly_welles they were brilliant weren't they? Made me feel v dull not having one. And why no tattoo emoji! This'll have to do... ⚓️ x
0.311,"When tears r inappropriate: 'This day is holy to our Lord. Do not grieve, for the joy of the LORD is your strength.' Nehemiah 8:10 NIV #joy"
